country,points,price,region_1,winery,description
US,89.0,14.0,Paso Robles,Clayhouse,"An extremely good deal, this wine will keep both neophytes and experts entertained, with aromas of black-plum jam, dark strawberries and graphite on the lively nose. The palate brings pungent blueberry and black cherry, along with crushed black-lava rocks and pencil shavings right down the middle."
US,94.0,60.0,Sta. Rita Hills,Bonaccorsi,"Delicate power?any oxymoron?would be a fitting way to describe this single-vineyard beauty, grown in the northern part of the appellation. There's a lightness to the mouthfeel, like cotton candy, but then the power kicks in, reminiscent of cherry reduction, anise, orange zest, herb tea, black pepper and clove-dominated Asian spices. There's even a hint of smoky chocolate. Best now through 2012."
France,94.0,42.0,Chablis,Domaine Pinson,"Structured and with a strongly crisp and textured character, this wine also has a touch of toast from wood aging. Ripe green and yellow fruits are part of the concentration and dense flavors. It is still young, so wait until 2018."
Argentina,92.0,90.0,Valle de Uco,ViÃ±a Cobos,"Earthy aromas of forest floor, mushroom and herbs share space with more typical blackberry, cassis and shoe polish scents. This is bold but mildly tartaric and scratchy in feel. Blackberry, coconut and vanilla flavors display the wine's core ripeness and oak content, while the finish is long and flavorful, with density and weight. Drink from winter 2016 through 2022."
US,87.0,45.0,Willamette Valley,Sweet Cheeks,"Full-bodied and forward, this offers fruit flavors of spiced cherry, along with a broad streak of vanilla. The tannins hit hard and carry a slightly charred, slightly bitter aftertaste."
US,91.0,52.0,Sonoma Coast,Keller,"This is an intensely earthy wine, showing a rich bouquet of rose garden, geranium and wild pine. Soft on the palate and supple in tannin, it retains a savory edge throughout, spicy in Asian five spice, nutmeg and orange peel."
Italy,84.0,20.0,Chianti Classico,Bindi Sergardi,"This wine has aromas of oak, red currants and roasted coffee bean. Oak dominates the palate, with toasted sensations and espresso taking center stage over the subdued red fruit sensation. Overall, this is dried up and tannic, closing on an astringent note of wood tannins. Veritas Imports, Tanaro River Imports, Crown."
Spain,88.0,14.0,Cava,Biutiful,"Green apple, citrus and distant celery aromas feed into a fresh, peppy, citrusy palate with tangerine, lime and pink grapefruit flavors. The finish is citrusy like the palate, meaning it's bright, juicy and dry."
Italy,88.0,40.0,Sangiovese di Romagna Superiore,Drei DonÃ  Tenuta La Palazza,There's a dark and masculine quality to this Sangiovese from Romagna that makes this wine perfect for pork or breaded veal. Dark cherry and prune are backed by bright acidity.
US,92.0,25.0,Columbia Valley (WA),DeLille,"In this new vintage there is a bit more Sauvignon Blanc (69%) than usual; the rest is SÃ©millon. Rich, oaky and expansive, it is an oak and texture-driven style, with the fruit?clean, slightly herbaceous, spicy and tart?playing second fiddle. Which is no criticism, because the delicious, over-the-top flavors, with layer upon layer of creamy complexity, and the rich, buttery finish just beg for lobster in a cream or butter sauce. Who can argue with that? Editors' Choice."
US,89.0,100.0,Eola-Amity Hills,Willamette Valley Vineyards,"This limited cuvÃ©e is essentially an Elton vineyard reserve, given extra (80%) new oak from selected blocks. Juicy black cherry and dark chocolate flavors combine, with lively acidity underscoring the moderately long finish."
US,93.0,65.0,Chehalem Mountains,BergstrÃ¶m,"With its built-in ageability and instant flavor appeal, this bottling may be the favorite of all the 2010s from BergstrÃ¶m. It's complete and delicious, with muscle and depth?a mouth-pleasing mix of berry, cola, sandalwood and earth, plus exotic accents of incense and myrrh."
France,84.0,20.0,Bordeaux SupÃ©rieur,ChÃ¢teau de ParenchÃ¨re,"Should Bordeaux be 14%? Maybe, but not this wine. It is too big, dry, tannin-dominated and heavy. There is way too much extraction, and it shows in the bitter character."
US,90.0,30.0,Sonoma Coast,Garnet,"This is a heady, seriously generous Pinot Noir from a coolish site in the Sonoma Coast AVA that clearly had a banner ripening year in 2012. The fruit is smoky and concentrated in dark berry and cherry, an intriguing bit of spearmint playing around in the background. Rodgers Creek is an estate vineyard for the brand, planted to Pommard clones. A steal at this price."
France,88.0,17.0,Cadillac CÃ´tes de Bordeaux,ChÃ¢teau Baracan,"Although it seems lean at the moment, there is enough fruit in this wine produced by Eric Gonfrier to promise a good future. The texture is dense, packed with tannins as well as the fruit. Wait until 2019."
US,83.0,28.0,Columbia Valley (WA),Whitestone,"Soft and supple, this quite approachable wine has simple, lightly fruity flavors. It's generic, pleasant and ready to drink, with some milk chocolaty oak in the finish. Though it lists at 14.6% alcohol, it does not have commensurate weight or density of flavor."
Italy,89.0,75.0,Castel del Monte,Santa Lucia,"This wine is held back for eight years by the winery before it is released for sale. It's named after the Fibonacci numbers, or the so-called ?golden ratio??that appears repeatedly in nature, this is a soft, almost sweet wine, with aromas of cherry and ripe raspberry. The mouthfeel is plush and velvety."
US,89.0,26.0,Yakima Valley,Pomum,"Lees aromas are at the fore. The palate is thick in feel, showing a good sense of balance that intrigues."
US,87.0,40.0,Rogue Valley,Griffin Creek,"Thick and tannic, this wine, among all the single-varietal offerings from Griffin Creek, shows a bit more ripeness to the black, muscular fruits. It's dense in the mouth, with cassis, cocoa and coffee, bolstered with sharp, piercing acidity."
US,86.0,45.0,Santa Barbara County,Waltzing Bear,"Aged more than two years in 50% new French barrels, this wine smells and especially tastes too oaky, with caramel and toast notes that overwhelm the underlying wine. Below all that wood is a dry, crisp Pinot Noir with red currant flavors. Other wines sourced from this Santa Rita Hills vineyard have been outstanding."
Spain,87.0,15.0,Toro,Cyan,"This is heavy and raisiny, with ripe earth and mineral aromas that are suggestive of Port. It feels loaded and scratchy, with licorice, prune and pepper flavors that finish short and with some heat. A bullish style to drink now."
US,87.0,38.0,Russian River Valley,J Vineyards & Winery,"Sturdy and hard in tannins, brisk in acids, this Pinot will benefit from a year or so in bottle. It's extremely dry, with earthy, balsam and mushroom-inspired flavors of blackberries, black cherries and cola."
France,87.0,17.0,CÃ´tes de Provence,La Belle Collection,"Named after the French author who came from Provence, this wine is a bright, fruity style with pepper and caramel flavors. It has plenty of red fruits and attractive final acidity."
US,88.0,24.0,Santa Barbara County,Ojai,"What a surprise to find that this Riesling is bone dry. It boasts complex flavors of mineral, lime, Meyer lemon and orange zest, with fantastic acidity that awakens the palate and prepares it for food."
US,84.0,20.0,Dry Creek Valley,Frei Brothers,"The winemaker really squeezed out the cherries and boysenberries in this Merlot, making it super fruity. It's not especially complex, but it will appeal to fans of jammy wines."
US,87.0,25.0,Walla Walla Valley (WA),Bontzu,"Aromas bring notes of beeswax, lees and lemon. The palate is medium bodied and creamy in feel, backed by zippy acidity. The variety isn't entirely distinct but, despite this, it delivers appeal."
US,89.0,65.0,Walla Walla Valley (WA),Ã Maurice,"Coming from the winery's young estate vineyard, this 100% varietal wine conveys aromas of coffee, braised green pepper and herbs along with bittersweet chocolate and mineral accents. The cherry and herb flavors show good weight and intensity, with the tart acids and grainy tannins bringing plenty of appeal. It needs significant time in the cellar to show its best. Enjoy after 2024."
US,89.0,35.0,Sonoma County,Mauritson,"Very rich in blackberries and cassis, with an herbal grounding of sage and tobacco and a dusting of freshly crushed black pepper. You'll find hard-edged tannins and some sharpness to the mouthfeel. A few years of aging are warranted, but this isn't a wine for the long haul. Decant if you drink it now."
US,90.0,43.0,Sta. Rita Hills,Ryan Cochrane,"This is a very light expression of the grape from a San Francisco-based producer, with thyme, chaparral, cranberry, tart pomegranate juice and wet clay on the nose. The palate shows light, tangy cherry juice, fennel, crushed olive and peppery spice. It will work well for fans of this style, but there's not enough there to entertain the mainstream Pinot Noir fan."
Italy,84.0,20.0,Sicilia,Di Giovanna,"Made with organically-farmed Viognier, this is a unique, slightly awkward white wine with muddled aromas of kiwi, green fruit, green leaf and wild caper. The mouthfeel is thin, compact and fresh."
France,87.0,14.0,Bordeaux,ChÃ¢teau du Juge,"A rich, spicy wine that is full of black-currant fruits. It does have a lighter touch of acidity that is nicely integrated into the smoky texture and fine tannins. The wine is ready to drink."
Italy,86.0,13.0,Vigneti delle Dolomiti,Tolloy,Here's a fresh and easy Sauvignon Blanc that would pair with easy appetizers or a salad lunch. Crisp but simple aromas of citrus and green apple give the wine that food-friendly appeal.
Spain,89.0,25.0,Rioja,Cosme Palacio y Hermanos,"Probably the best wine from this producer that we've rated. It's meaty and rich, with mocha, crusty oak, aged cheese and kirsch aromas. The palate is juicy and balanced, with licorice, blackberry, blueberry and other dark, ripe flavors. Finishes lengthy and toasty, with some refinement. 1,500 cases made."
US,87.0,45.0,Carneros,Clos du Val,"Hard to say just why this Chard isn't better. It's nicely dry, with decent acidity, good oak and a mineral background to the citrus and peach flavors. There's just a heaviness that keeps the wine from getting airborne."
France,87.0,30.0,Chablis,William FÃ¨vre,"FÃ¨vre's basic Chablis still shows the quality of this producer, with its finely textured, fully ripe fruit layered with a strong citrus character. There is some toastiness, which adds complexity but certainly doesn't dominate the green plum fruit flavors and lively acidity."
US,89.0,65.0,Russian River Valley,Shared Notes,"A rare style of California white, this is made from 100% Sauvignon Blanc, but is not labeled that way. Striking smoky, white-pepper aromas and aggressive dried herb flavors jangle with apparent oak character. The combination of sharp acidity and soothing body begins to come together on the finish. It needs time to mellow and may improve after 2015."
